,business_id,stars,tokenized_category
9090,Oori55Tu6HYPXuCsS5Emww,4.0,"['Beer', 'Wine', 'Spirits', 'Home', 'Decor', 'Food', 'Shopping', 'Home', 'Garden']"
9091,Vel5xGa5xlrMqbmP8hTZzQ,3.0,"['Bars', 'Nightlife']"
9092,MrX3NyiSKS1O7JqaYNnN-A,3.5,"['Food', 'Shopping', 'Shopping', 'Centers']"
9093,w1olNAYVuBX9-Vk3SUBpWQ,3.5,"['Home', 'Services', 'Home', 'Cleaning', 'Heating', 'Air', 'Conditioning', 'HVAC']"
9094,Ckkcj3RPi5rWk0alAQqPzQ,4.5,"['Organic', 'Stores', 'Specialty', 'Food', 'Food', 'Grocery']"
9095,u8UTK9Re6R4sNV3og-qN2g,4.0,"['Pets', 'Pet', 'Stores']"
9096,9WOyQM8u3lMfmQiACpW5pQ,2.5,"['Medical', 'Centers', 'Pharmacy', 'Walk-in', 'Clinics', 'Health', 'Medical', 'Urgent', 'Care', 'Family', 'Practice', 'Doctors']"
9097,vlBXP4kTQAu3MWs4AIloig,4.0,"['Beauty', 'Spas', 'Massage', 'Therapy', 'Massage', 'Health', 'Medical', 'Acupuncture']"
9098,zz-f4Xrs1OGOhybeQaYgFQ,3.0,"['Cinema', 'Arts', 'Entertainment']"
9099,5kgLWeQo8KJgEXVA66cNDQ,4.0,"['Active', 'Life', 'Amateur', 'Sports', 'Teams', 'Recreation', 'Centers']"
9100,yIeWQv94VCTpT9vlyHzxTA,3.5,"['Hair', 'Removal', 'Laser', 'Hair', 'Removal', 'Makeup', 'Artists', 'Day', 'Spas', 'Beauty', 'Spas', 'Skin', 'Care']"
9101,jz8WAai0IifLN8Xg-iZBKg,4.0,"['Hotels', 'Travel', 'Public', 'Transportation', 'Train', 'Stations', 'Transportation']"
9102,91d5efBuJtsZuUw_KAc6OA,2.5,"['Halal', 'Sandwiches', 'Burgers', 'Bars', 'Nightlife', 'Pubs', 'Sports', 'Bars', 'Restaurants', 'American', 'Traditional', 'Chicken', 'Wings']"
9103,aF9btNKIono-YnNp_VLpFA,1.0,"['Windows', 'Installation', 'Home', 'Services']"
9104,rf8zQeFaBvFLStbZ3nMIJQ,3.5,"['Chinese', 'Thai', 'Restaurants', 'Hakka']"
9105,navogDvtn0Sf5RxDSH6t_w,4.0,"['Sushi', 'Bars', 'Restaurants']"
9106,iATCaC3KEQ5R_gHDJ53mpg,4.0,"['Accessories', 'Women', ""'s"", 'Clothing', 'Fashion', 'Shopping']"
9107,319J-Mc0VAoPw8UrbtARVQ,2.5,"['Shoe', 'Stores', 'Shopping', 'Fashion']"
9108,OXhnnR6LVt-v1riuM66rbQ,4.0,"['Sporting', 'Goods', 'Bikes', 'Local', 'Services', 'Shopping', 'Bike', 'Repair', 'Maintenance', 'Community', 'Service', 'Non-Profit']"
9109,K6Lwlc5EBOyuuK-Fk76log,4.0,"['Hair', 'Salons', 'Barbers', 'Beauty', 'Spas']"
9110,d8LRNKz3_Cc5MlEQGWZ5Ag,3.0,"['Restaurants', 'Delis', 'Italian']"
9111,HmqIwsWIiuCFz1SYhGD6kQ,3.0,"['Shopping', 'Drugstores']"
9112,Ef6cVLwE-7L9FtWvLQfsyQ,3.5,"['Fashion', 'Shopping', 'Department', 'Stores', 'Nurseries', 'Gardening', 'Home', 'Garden']"
9113,HfvnvPWbhMqtVVRlG1s41w,3.0,"['Food', 'Cafes', 'Bakeries', 'Restaurants', 'Donuts', 'Coffee', 'Tea']"
9114,wHpu1yWAs4LOWwzwkG8KXA,3.0,"['Restaurants', 'Cafes']"
9115,RxPBu_lMhdQjrTHFTEy3_w,2.0,"['Convenience', 'Stores', 'Food']"
9116,4LKr2887_bXkm8jxgnNxsQ,4.5,"['Restaurants', 'Pizza']"
9117,5oV7oSbo9h4nzWxNfoLc4A,3.5,"['Restaurants', 'Chinese', 'Korean']"
9118,1vrrpIhpK628PUA0XWWd8g,3.0,"['Breakfast', 'Brunch', 'Restaurants']"
9119,zNqmhbe6rWU8exd-PHURyA,2.5,"['Food', 'Desserts', 'Bakeries', 'Cupcakes']"
9120,jhj-r7aH3AlJyVmGtcHi-Q,2.5,"['Mexican', 'Restaurants']"
9121,eDuULyzAzjlii1kJGyve9w,2.5,"['Beauty', 'Spas', 'Nail', 'Salons']"
9122,qPZRzNaAYt5EAaC-h7Drpw,2.5,"['Restaurants', 'Vietnamese']"
9123,lu6IAy3HQaQytbKIAPh2EA,4.0,"['Restaurants', 'Italian', 'Event', 'Planning', 'Services', 'Caterers']"
9124,OC5LZQk1u1Vkf__0SzfBDw,4.0,"['Hair', 'Removal', 'Cosmetics', 'Beauty', 'Supply', 'Beauty', 'Spas', 'Day', 'Spas', 'Shopping', 'Skin', 'Care']"
9125,NtdC-iaMHp8z8tMFOl6VYQ,2.5,"['Restaurants', 'Fast', 'Food', 'Burgers']"
9126,iZJ5pdY558VodrEumGyVug,4.0,"['African', 'Nightlife', 'Restaurants', 'Vegetarian', 'Ethiopian', 'Bars']"
9127,gKVKC8ag5_AtivJMlcQtEg,2.5,"['Donuts', 'Coffee', 'Tea', 'Food']"
9128,AHUFuyXbloQ66WscPsprgg,3.5,"['Jewelry', 'Watches', 'Shopping']"
9129,DB6p10pbUuAsbEIYOMB9kQ,2.5,"['Restaurants', 'Pan', 'Asian', 'Asian', 'Fusion']"
9130,kYiXNgnyV-B8ssWvn2Accw,5.0,"['Fashion', 'Shopping', 'Women', ""'s"", 'Clothing', 'Accessories']"
9131,fGU0Eyoyq8fY787BD1PM4w,4.0,"['Grocery', 'Food']"
9132,nt4V7wbnqEL7omkH5LXeFQ,3.5,"['Chinese', 'Restaurants']"
9133,em4xHPmkWtnogBCLeAJHWw,5.0,"['Piercing', 'Tattoo', 'Beauty', 'Spas']"
9134,whF3fiWey-GJLzmX3yoC5w,4.5,"['Cinema', 'Arts', 'Entertainment']"
9135,0J3ikQKkYlwpRm1UZJtqRA,2.5,"['Bars', 'Hookah', 'Bars', 'Nightlife']"
9136,1Fpk8ibHhZYnCw8fnGny8w,4.0,"['Restaurants', 'Nightlife', 'Bars', 'Cocktail', 'Bars', 'Latin', 'American']"
9137,S5Q8AMyU9Jf7G7Pq2Y2HNQ,3.5,"['Italian', 'Restaurants']"
9138,KvVy-fUiA5CiUG5hCPj1cw,3.5,"['Auto', 'Glass', 'Services', 'Automotive']"
9139,cpI3PL-9mG71BUh-oL8Y5A,5.0,"['Nail', 'Salons', 'Hair', 'Removal', 'Waxing', 'Beauty', 'Spas', 'Skin', 'Care']"
9140,MIGkHLit2k832SUNZObw2A,3.5,"['Accessories', 'Shopping', 'Fashion', 'Women', ""'s"", 'Clothing']"
9141,VEfzBuWTF8wa6jQub5ArMw,4.5,"['Restaurants', 'Indian']"
9142,lPaMg95YRXAqiKMsfXsuEA,3.5,"['Restaurants', 'Italian']"
9143,72MvP0CsQvUr0aWnlVAxoA,4.5,"['Chiropractors', 'Physical', 'Therapy', 'Massage', 'Therapy', 'Health', 'Medical', 'Beauty', 'Spas', 'Massage']"
9144,QNL66wcRAUZywbL8hoBw5A,5.0,"['Butcher', 'Food', 'Grocery']"
9145,_-mGxo3NxooLN7DQWlvTYA,2.5,"['Restaurants', 'Indian']"
9146,9nv9UKIB2p5i8_8Ro3-gvA,3.5,"['Chinese', 'Noodles', 'Restaurants', 'Taiwanese']"
9147,5dSrlAsETYORRe4nYmxDZA,3.0,"['Restaurants', 'Mexican', 'Food']"
9148,EDgmMgMr0Ol3dphyDm1kSg,3.0,"['Shoe', 'Stores', 'Shopping', 'Fashion']"
9149,ST0hjnNVHHwGohN2514HIw,4.5,"['Japanese', 'Restaurants']"
9150,NUtwdgL6i4hAIHhWsJB_eQ,3.5,"['Nail', 'Salons', 'Beauty', 'Spas']"
9151,Y3zHWwGWjkdbCPGR7pF6tQ,4.0,"['Asian', 'Fusion', 'Canadian', 'New', 'Vietnamese', 'Sandwiches', 'American', 'Traditional', 'Restaurants', 'Barbeque']"
9152,uZSU7nj_tBJ6RCjpXQh9tA,4.0,"['Burgers', 'Breakfast', 'Brunch', 'Sandwiches', 'Restaurants']"
9153,2nHIQEWuggT6iW-wbgXcTg,5.0,"['Shopping', 'Flowers', 'Gifts', 'Florists', 'Event', 'Planning', 'Services', 'Floral', 'Designers']"
9154,TvwPZO5StyUEHwHM2_Gi1A,3.5,"['Active', 'Life', 'Gyms', 'Health', 'Medical', 'Fitness', 'Instruction', 'Nutritionists', 'Trainers']"
9155,02HpCLBQi692DtVYNKTCPA,3.0,"['Sushi', 'Bars', 'Japanese', 'Restaurants']"
9156,BQDFlWHyabvHIlx6HGxR3Q,4.0,"['American', 'Traditional', 'Breakfast', 'Brunch', 'Food', 'Restaurants']"
9157,ICC-Xz2oqLHfMti8hRy4NA,3.0,"['Sushi', 'Bars', 'Restaurants', 'Japanese']"
9158,14I5aGqNXvHLKSKS8PAV_w,4.0,"['Desserts', 'Gluten-Free', 'Restaurants', 'Bagels', 'Bakeries', 'Ice', 'Cream', 'Frozen', 'Yogurt', 'Food']"
9159,lxXLT-CyzTdU4Oq97GBz8A,3.5,"['Burgers', 'Fast', 'Food', 'Restaurants']"
9160,6Ms7Ub54U4ai2ReI40Kf7w,2.5,"['Drugstores', 'Shopping', 'Medical', 'Supplies']"
9161,JNHtdEWCOreJ_S_Fj41bqQ,3.5,"['Caribbean', 'Fast', 'Food', 'Restaurants']"
9162,IpFmVneI-LIXJOU9FaWFtg,1.5,"['Shopping', 'Drugstores']"
9163,KTA_3hnB4LqRBS2fkY8bIA,3.5,"['Nightlife', 'Arts', 'Entertainment', 'Bars', 'Pubs', 'Music', 'Venues', 'Restaurants', 'American', 'Traditional']"
9164,4i_H66t91zNIrRlLmAwQMA,2.0,"['Nail', 'Technicians', 'Beauty', 'Spas', 'Nail', 'Salons']"
9165,UCKeRO02Er8AHLWQlQ3IuA,3.5,"['Restaurants', 'Caribbean']"
9166,g71DJrR0nX3tL2WBoeSYSA,1.5,"['Food', 'Coffee', 'Tea']"
9167,2TpwdhlF-A-I3AqnyyaWkA,3.5,"['Breakfast', 'Brunch', 'Restaurants']"
9168,kHLjomBxcswvkjStolYqGA,4.0,"['Home', 'Decor', 'Fashion', 'Men', ""'s"", 'Clothing', 'Home', 'Garden', 'Shopping', 'Women', ""'s"", 'Clothing']"
9169,f6BhsBWj6MRZtR3nLN_sFA,3.5,"['Fast', 'Food', 'Restaurants', 'Burgers']"
9170,CG3EstDJfeggZuQjnRtLrQ,2.0,"['Mobile', 'Phones', 'Shopping']"
9171,NvSJGiGwNBwjYi3m0hP38g,3.0,"['Burgers', 'Restaurants', 'Fast', 'Food']"
9172,1WbJ3UNL_RglhTkE2h77UQ,4.0,"['Home', 'Garden', 'Wholesale', 'Stores', 'Outlet', 'Stores', 'Mattresses', 'Shopping']"
9173,BalZKKyFsC9d1JRKd03gnQ,5.0,"['Local', 'Services', 'Self', 'Storage']"
9174,JSnEUK2skTyYVaAQBqIJPw,3.5,"['Food', 'Breakfast', 'Brunch', 'Italian', 'Restaurants', 'Delicatessen']"
9175,8-eHI-CKGKIleNQqN3PXNA,3.5,"['Indian', 'Restaurants']"
9176,E9b73ETPw0VYUJ2_YSJJdQ,2.5,"['Breakfast', 'Brunch', 'Restaurants', 'Pizza', 'Italian']"
9177,zjZbVmI5FGQflHL6rRMxoA,4.0,"['Sandwiches', 'Canadian', 'New', 'Caterers', 'Restaurants', 'Event', 'Planning', 'Services']"
9178,x6GBl_Px8RJxIOv1RLa-Ig,4.5,"['Food', 'Coffee', 'Tea']"
9179,pFMj5zPJswv96wuKcDDNjw,3.5,"['Libraries', 'Public', 'Services', 'Government']"
9180,Jajt63IHL39smME7696I_A,2.5,"['Pet', 'Services', 'Veterinarians', 'Emergency', 'Pet', 'Hospital', 'Pets']"
9181,ab-NmEVB5zOVJuuyy6yWnA,3.5,"['Barbeque', 'Restaurants', 'Caribbean']"
9182,AUv2UoAAi7VASJ6VK5lOlw,4.0,"['Shopping', 'Used', 'Vintage', 'Consignment', 'Fashion', 'Local', 'Flavor', 'Farmers', 'Market', 'Food']"
9183,Dx3w4P77adv-j9pZVroOVQ,3.5,"['Restaurants', 'Asian', 'Fusion', 'Thai']"
9184,LoLonN-HYCjNcTCcCiDULw,2.0,"['Shopping', 'Arts', 'Crafts']"
9185,GqFSUTiimwsMEiW-FrsFqA,3.0,"['Shopping', 'Department', 'Stores', 'Fashion']"
9186,qrrGLcfNcwUzcaVaINRMdA,2.5,"['Car', 'Dealers', 'Automotive']"
9187,mzi5MTWVbQoiSyGykqpd5Q,3.5,"['Health', 'Medical', 'Optometrists']"
9188,skjXX8qzEMeZ5Jgj6SpxoQ,3.5,"['Food', 'Coffee', 'Tea']"
9189,c224u54Caz5IHaIVxcZRNA,4.5,"['Fitness', 'Instruction', 'Gyms', 'Trainers', 'Active', 'Life']"
9190,wEJkVkfcZybE91vDMHXVMQ,4.5,"['Massage', 'Health', 'Medical', 'Beauty', 'Spas', 'Massage', 'Therapy']"
9191,PtB151pAEjFP1CFPQZ5bFQ,2.0,"['Home', 'Garden', 'Shopping', 'Kitchen', 'Bath']"
9192,j29tuUdrfaxmGjwxHdHZPA,4.5,"['Coffee', 'Tea', 'Sandwiches', 'Restaurants', 'Food']"
9193,x_BeBgEQB2pxpe93RIIjsg,3.5,"['Movers', 'Home', 'Services']"
9194,FPgkeSZ_CkjrNM86xKMTYQ,3.0,"['Restaurants', 'Japanese', 'Sushi', 'Bars']"
9195,etaO6X7gSy55N11G67DjAA,2.5,"['Beauty', 'Spas', 'Tanning']"
9196,VsMuF6-QS8wPKCYPWN8Y0Q,4.5,"['Parks', 'Arts', 'Entertainment', 'Active', 'Life', 'Dog', 'Parks', 'Museums']"
9197,RUhr5Sy0xPQV1RVI5OpHRA,5.0,"['Specialty', 'Food', 'Cheese', 'Shops', 'Food']"
9198,d0hNEjOl56Q8NNnYmdBLQA,3.5,"['Thai', 'Restaurants']"
9199,0cxzUMTf2fatrKIeRyTMOg,4.5,"['Food', 'Korean', 'Bakeries', 'Restaurants']"
9200,cdyf7wQ66WlLZuce10D14A,3.5,"['Home', 'Services', 'Towing', 'Truck', 'Rental', 'Automotive', 'Self', 'Storage', 'Trailer', 'Rental', 'Propane', 'Local', 'Services', 'Movers']"
9201,tn8BD0rgAbvMssQqkQey4Q,3.0,"['Chicken', 'Shop', 'Burgers', 'Fast', 'Food', 'Breakfast', 'Brunch', 'Restaurants', 'Chicken', 'Wings', 'Southern']"
9202,B70iTJjcPkuYn8ouUewWgw,4.0,"['Italian', 'Restaurants']"
9203,nJJXgPK89KmQy3BXqRnVzA,4.0,"['Active', 'Life', 'Parks']"
9204,suZFFVxuwg8rZdmMj6-IJQ,3.5,"['Beauty', 'Spas', 'Hair', 'Salons']"
9205,rRf9V3QOWhsVGho-dXIWzw,2.5,"['Canadian', 'New', 'Restaurants', 'Comfort', 'Food', 'American', 'New', 'Nightlife', 'Steakhouses']"
9206,JjTqeowdAwp54B4kl3io3w,4.5,"['Jewelry', 'Shopping']"
9207,SaD_f-Cas9TE3hs56dRjeA,3.0,"['Mass', 'Media', 'Radio', 'Stations']"
9208,m3A-UM3XRo8Jql7Sq8Vhow,4.5,"['Bars', 'Arts', 'Entertainment', 'Latin', 'American', 'Lounges', 'Arcades', 'Restaurants', 'Nightlife']"
9209,XbAxJ1aisp-Br4wgrP2eXQ,4.0,"['Burgers', 'Restaurants']"
9210,07uibrzIic_u_aLNewpbtA,1.0,"['Car', 'Rental', 'Automotive', 'Hotels', 'Travel']"
9211,Qlyo-9TXmyRgXolptGGM2Q,3.5,"['Mediterranean', 'Restaurants']"
9212,LJiSpMn4gRmkZ3aqKn6tvg,3.5,"['Ice', 'Cream', 'Frozen', 'Yogurt', 'Food', 'Do-It-Yourself', 'Food']"
9213,XPduWZA2t7ELlMHWjv4J9Q,3.0,"['Swiss', 'Food', 'Restaurants', 'Comfort', 'Food', 'American', 'Traditional']"
9214,NHQROI7oHuGRfI1OrintKQ,3.0,"['Dry', 'Cleaning', 'Dry', 'Cleaning', 'Laundry', 'Laundry', 'Services', 'Sewing', 'Alterations', 'Local', 'Services']"
9215,e3a_sCmg2E0MKwLDLJ3q5Q,2.0,"['Convenience', 'Stores', 'Food']"
9216,fIBIk8uqQf55vL0zTRkvBw,3.0,"['Imported', 'Food', 'Food', 'Ethnic', 'Food', 'Specialty', 'Food']"
9217,dS4qx82Rjx9oDpgycaAKRQ,1.5,"['Mobile', 'Phone', 'Repair', 'IT', 'Services', 'Computer', 'Repair', 'Local', 'Services', 'Appliances', 'Repair']"
9218,1R1fDdhOAW3rSk-eQdp7Tg,1.5,"['Pizza', 'Financial', 'Services', 'Restaurants', 'Tax', 'Services', 'Accountants', 'Professional', 'Services']"
9219,hKGP7pJgr-ylL6tSPl8cJQ,3.5,"['Food', 'Restaurants', 'Breakfast', 'Brunch', 'Sandwiches', 'Coffee', 'Tea']"
9220,61NneTSX9CQXftuKmczyMg,3.5,"['Desserts', 'Bistros', 'Restaurants', 'French', 'Food', 'Patisserie', 'Cake', 'Shop']"
9221,CM7IDKFxV6p5FdptjXsr8A,3.5,"['Nightlife', 'Bars', 'Restaurants', 'Sports', 'Bars', 'Burgers', 'Canadian', 'New', 'American', 'Traditional']"
9222,K7puWAFeW3binbhnMWxjPA,4.0,"['Korean', 'Restaurants']"
9223,Sezj70iiLc_Zl_-Eyr2eXg,2.5,"['Burgers', 'American', 'Traditional', 'Fast', 'Food', 'Restaurants']"
9224,uDsSlyB8x6jSfwSqglocfA,5.0,"['Threading', 'Services', 'Nail', 'Salons', 'Waxing', 'Beauty', 'Spas', 'Hair', 'Removal']"
9225,sUo1uiqIp3vRhB-BZd1tBA,3.0,"['Music', 'Venues', 'Coffee', 'Tea', 'Food', 'Arts', 'Entertainment', 'Nightlife']"
9226,VKMl433OFg1lolKdHgX5Wg,1.0,['nan']
9227,0jxh10zrKlRetrBZ3H7NwA,3.5,"['Food', 'Coffee', 'Tea']"
9228,C1y722VxtwDXWWPP0fthqA,2.5,"['Hair', 'Salons', 'Hair', 'Removal', 'Beauty', 'Spas']"
9229,sse9sgcNBnZoBCSSEyzDoQ,2.5,"['Italian', 'Restaurants', 'Fast', 'Food']"
9230,ntPvD2oyhwD9cpri27H7XQ,3.5,"['Cafes', 'Coffee', 'Tea', 'Food', 'Restaurants']"
9231,LemVIa45IbABMtgnveAOWw,2.5,"['Nightlife', 'Bars']"
9232,0ZWIIniU-D6IX4eX-I1pQQ,3.5,"['Comfort', 'Food', 'American', 'Traditional', 'Canadian', 'New', 'Chicken', 'Wings', 'Restaurants']"
9233,t2XW4Kav5V1L7tFR6SXQcg,2.5,"['Restaurants', 'Korean', 'Japanese']"
9234,9q4WfwGfC-yaOt3cIHDzHQ,2.5,"['Automotive', 'Car', 'Dealers', 'Truck', 'Rental']"
9235,N8Ct3JmR0AF_41G9OOF1QQ,4.0,"['Caribbean', 'Restaurants']"
9236,1M-oyCcUluxwTid8vbBSdA,4.0,"['Restaurants', 'Food', 'Breakfast', 'Brunch', 'Chinese', 'Bakeries']"
9237,rJr1hnAcqT31nLb7F9Nlnw,3.5,"['Education', 'Gyms', 'Active', 'Life', 'Fitness', 'Instruction', 'Martial', 'Arts', 'Specialty', 'Schools']"
9238,guxFz70j71fTX5NGLOM4yQ,3.0,"['Restaurants', 'Buffets', 'Canadian', 'New', 'Pizza']"
9239,RnFuYxZSZzuAJSSEBFj7Mw,2.0,"['Fast', 'Food', 'Food', 'Delivery', 'Services', 'Food', 'Chicken', 'Shop', 'Restaurants', 'American', 'Traditional', 'Chicken', 'Wings']"
9240,MWJg4LxOm9c7VGi1KrL5Ug,3.0,"['Restaurants', 'Chinese', 'Bars', 'Nightlife', 'Chicken', 'Wings', 'Seafood']"
9241,IhrtHikG36R8LXE_RswqSQ,5.0,"['Eyewear', 'Opticians', 'Shopping']"
9242,fwMtJhalUmtBZt_K7pzilA,4.0,"['Burgers', 'Restaurants', 'Food']"
9243,PbIjlAXsM99Km2SwrDw4aw,3.0,"['Pizza', 'Restaurants']"
9244,L_tieGcFMQVSmk7XiA093A,4.0,"['Chinese', 'Restaurants', 'Buffets', 'Hot', 'Pot']"
9245,EosRKXIGeSWFYWwpkbhNnA,3.0,"['Gyms', 'Active', 'Life', 'Fitness', 'Instruction', 'Martial', 'Arts']"
9246,CeSq-OAzjQc2Ar7x5OIN_A,3.0,"['Food', 'Specialty', 'Food', 'Imported', 'Food', 'Ethnic', 'Food']"
9247,ysfkrOQW9zxZD2xotO5SBA,2.5,"['Pet', 'Sitting', 'Pet', 'Stores', 'Pets', 'Pet', 'Services']"
9248,kOH7_hNinrKx0v5Qc6Fp4A,2.5,"['Coffee', 'Tea', 'Food', 'Sandwiches', 'Restaurants', 'Bakeries', 'Breakfast', 'Brunch']"
9249,Dj-SKw-awL_g7rHgCbCOew,2.0,"['American', 'Traditional', 'Fast', 'Food', 'Restaurants']"
9250,mDsyZ45b5FiFNGrCZAEwgw,4.0,"['Shopping', 'Toy', 'Stores']"
9251,xeHaI3Qguo5YpeR0vh7hGg,2.5,"['Pizza', 'Italian', 'Restaurants']"
9252,uJyBkofZ9etaTlw0-av69A,2.5,"['Education', 'Specialty', 'Schools']"
9253,sqn5jdCYgGLWxTYBbrhHpQ,5.0,"['Mexican', 'Restaurants', 'Sandwiches']"
9254,5DnIECDn54PCOCLksrsD3w,2.5,"['Comedy', 'Clubs', 'Nightlife']"
9255,47MdO03MNoUjqkYbNbjyvA,2.0,"['Beauty', 'Spas', 'Nail', 'Salons']"
9256,mZJUWoctPqgqTDw41tHqcA,3.0,"['Bars', 'Burgers', 'Pubs', 'Sports', 'Bars', 'Nightlife', 'Restaurants', 'Chicken', 'Wings']"
9257,dCRd0MAt1Oth3BEUFF08Dg,2.0,"['Breakfast', 'Brunch', 'Burgers', 'Fast', 'Food', 'Restaurants']"
9258,rbjai2nr328YBuCOjt_6iQ,2.0,"['Steakhouses', 'Restaurants']"
9259,XMz3yiTXHR0CuOxRWcUf8A,4.0,"['Restaurants', 'Fish', 'Chips', 'Seafood']"
9260,vNXeQ2pb_JCOg6f3HLDjcQ,5.0,"['Active', 'Life', 'Fitness', 'Instruction', 'Gyms']"
9261,fKsrsJV6CMz2AWUUz1FwpQ,3.5,"['Beauty', 'Spas', 'Massage']"
9262,5Hcj2s3h-G9Qivyqe9pF1Q,5.0,"['Flowers', 'Gifts', 'Florists', 'Shopping']"
9263,2b6wzKSliV3hsRkNpHtQOg,2.5,"['Thai', 'Restaurants']"
9264,fCqn3Ybfq7pvrbIuWJFmxw,3.5,"['Grocery', 'Food']"
9265,-6CGECRbeyTCeyU4oHeXHQ,2.5,"['Food', 'Coffee', 'Tea']"
9266,csn2S8XIZUCnNYfLRSIO0A,3.5,"['Restaurants', 'Asian', 'Fusion']"
9267,67iFoCvoOuDSR_q0vBg4Yg,3.5,"['Shopping', 'Eyewear', 'Opticians', 'Fashion', 'Jewelry', 'Leather', 'Goods']"
9268,TwjxYf6AgubBV5tNuZZulA,4.0,"['Thai', 'Breakfast', 'Brunch', 'Canadian', 'New', 'Restaurants', 'American', 'Traditional']"
9269,WSpxOM0yYepsZYCyQPB7Ug,3.5,"['Specialty', 'Food', 'Food', 'Meat', 'Shops', 'Butcher']"
9270,BgKZkKE0Xd4Lqd6QMSK14w,2.0,"['Asian', 'Fusion', 'Dance', 'Clubs', 'Bars', 'Lounges', 'Nightlife', 'Restaurants', 'Italian']"
9271,FkJjpKjxTU0xuF4PIKyJVw,3.5,"['Restaurants', 'Vietnamese']"
9272,3eaoxtEjMaARj7coWXGJRA,4.5,"['Colleges', 'Universities', 'Education']"
9273,fGurvC5BdOfd5MIuLUQYVA,3.5,"['Chinese', 'Restaurants']"
9274,i7WdEjPrZkzo7whKd-PufQ,2.5,"['Event', 'Planning', 'Services', 'Nightlife', 'Arcades', 'Restaurants', 'Bars', 'American', 'Traditional', 'Party', 'Event', 'Planning', 'Arts', 'Entertainment', 'Sports', 'Bars']"
9275,mN-m1_wp_2yyepVb-W8frA,5.0,"['Pet', 'Stores', 'Pets']"
9276,-PenSzvVF5Ul_KWiap0Vzg,2.5,"['Food', 'Grocery']"
9277,882TsXV6lzdg5SwyFyr2jw,4.0,"['Food', 'Bakeries']"
9278,w_rv5AjdUWGnDj2KUOloog,2.5,"['Grocery', 'Food']"
9279,rHKxy2FwlE8xxK9XOpigtQ,4.5,"['Nail', 'Salons', 'Beauty', 'Spas', 'Eyelash', 'Service', 'Hair', 'Salons']"
9280,W1iwBUfcDxoOPfhwr6EOGQ,3.5,"['Indian', 'Restaurants']"
9281,oWfjdIZG3rH4t8FlF_j0sg,2.5,"['Automotive', 'Car', 'Wash']"
9282,ea08-5IdDCHw8yfd1gZpPg,3.5,"['Restaurants', 'Mediterranean']"
9283,yGV1NHdDOmG93iy6aPpDJw,3.0,"['Nightlife', 'Sushi', 'Bars', 'Restaurants', 'Lounges', 'Bars']"
9284,3EI2uOGYL_YPUh7RMQ5bTg,4.0,"['Sporting', 'Goods', 'Fashion', 'Shopping', 'Outlet', 'Stores', 'Sports', 'Wear', 'Shoe', 'Stores']"
9285,kD05qsPROIFoEhgQIp_Vig,4.0,"['Korean', 'Restaurants', 'Asian', 'Fusion', 'Thai', 'Noodles', 'Wine', 'Bars', 'Sushi', 'Bars', 'Chinese', 'Nightlife', 'Bars', 'Dim', 'Sum']"
9286,fWV88qIVhFR5fFg76Nh0Kw,3.0,"['Restaurants', 'Indian']"
9287,bM1upMzv7Xl-qElyxp0OKA,3.5,"['Karaoke', 'Nightlife']"
9288,AxMBcF_A3Yg3m4zfp2XuRQ,2.0,"['Grocery', 'Food']"
9289,O4SZk6piqm3hz3GQ9NzwsA,2.0,"['Auto', 'Repair', 'Automotive']"
9290,Q05j54VUTxVRu29CFpBfKQ,4.0,"['Latin', 'American', 'Restaurants', 'Salvadoran']"
9291,EZma0I9hSWrCf71YRXSJBA,4.0,"['Nightlife', 'Food', 'Breakfast', 'Brunch', 'Coffee', 'Tea', 'Bars', 'Restaurants', 'Beer', 'Bar']"
9292,-G7bby_wc7qEKTV31ufDcA,4.0,"['Restaurants', 'Kosher', 'Middle', 'Eastern']"
9293,nHrG2Noi6vDP6nMozFCGhA,5.0,"['Day', 'Spas', 'Beauty', 'Spas', 'Eyelash', 'Service', 'Waxing', 'Threading', 'Services', 'Hair', 'Removal']"
9294,UaoAGXDJPcpP7yObGZGD_Q,1.0,"['Coffee', 'Tea', 'Food']"
9295,kfe7PJFyckZ-ck9grvHfvw,4.5,"['Nightlife', 'Pubs', 'Bars']"
9296,Z90Wp0ZEkx4UAV8DsZTWiA,1.0,"['Event', 'Planning', 'Services', 'Florists', 'Shopping', 'Wedding', 'Planning', 'Flowers', 'Gifts']"
9297,aShNnWaEy8QfXpgRAMFfjQ,2.0,"['Restaurants', 'Chinese', 'Thai']"
9298,DnjcJblNc5MxwmGNQBg03Q,2.5,"['Indian', 'Restaurants']"
9299,CL_bHIwCW-ub8tH2F_6_xQ,3.0,"['Restaurants', 'Fish', 'Chips']"
9300,iozBzb5Zliif5rJ9jDQ8yg,4.0,"['Fitness', 'Instruction', 'Yoga', 'Active', 'Life']"
9301,UrOFpcqH8Lixb2hpeJlX2Q,4.0,"['Restaurants', 'Sushi', 'Bars']"
9302,dqKm_dW9srG26tgPCgVbzg,3.0,"['Beauty', 'Spas', 'Hair', 'Salons']"
9303,HM5_OwVGW4YEHgyOf56IAQ,4.0,"['Vegan', 'Vegetarian', 'Restaurants']"
9304,k8_shJoVUvNPqGtqnpwaGQ,4.0,"['Tanning', 'Beds', 'Tanning', 'Beauty', 'Spas', 'Cosmetics', 'Beauty', 'Supply', 'Shopping']"
